signal_date,date,symbol,name,open,close,amount,return_1d,mom_12_1,mom_6_1,ma_200,trend,volatility,avg_amount_20,history_days,low_volatility,liquidity,z_mom_12_1,z_mom_6_1,z_trend,z_low_volatility,z_liquidity,score,rank,was_held,selection_reason,target_weight,regime,target_exposure
2013-01-31,2013-01-31,SH601633,长城汽车,28.23856124432892,28.35069993519088,195849056,0.0036088054853844476,0.8285614788183744,0.4356130622304377,18.310655022682905,0.5483170809602689,0.38081584709823957,149900063.2,261,-0.38081584709823957,18.825479391358257,2.2756143236415567,1.9951417453130746,1.984635219435044,-0.4803061419964085,-0.6735261382571279,1.7484612435827644,1,False,NEW_ENTRY,0.04459804798461152,RISK_ON,0.95
2013-01-31,2013-01-31,SZ002236,大华股份,408.7874746595074,399.8598379658816,78926848,-0.017706237424547466,1.1829076924697879,0.33083573487031703,304.5520776251293,0.3129440491227442,0.36705649037375426,168260668.0,260,-0.36705649037375426,18.941024936068576,2.2756143236415567,1.9849318373505793,1.7605187340472,-0.3146120518376048,-0.5052191387909993,1.7371454073077846,2,False,NEW_ENTRY,0.04626983548198324,RISK_ON,0.95
2013-01-31,2013-01-31,SH600340,华夏幸福,140.80400911098565,133.60175800556436,240056576,-0.05803409503083068,1.2817124164158278,0.6056503825779873,101.26217579556804,0.31936487593634877,0.40772771994940377,154536692.4,255,-0.40772771994940377,18.85594212383858,2.2756143236415567,1.9951417453130746,1.8249377715565585,-0.804386575103274,-0.62915323653983,1.6758945614349618,3,False,NEW_ENTRY,0.04165437519012768,RISK_ON,0.95
2013-01-31,2013-01-31,SH600109,国金证券,76.26368700541616,76.63875431855756,317985504,0.010439560439560625,0.7901522200305362,0.40162601626016237,59.048307943501165,0.29789924534141354,0.5844554665464957,519319332.8,255,-0.5844554665464957,20.06802953862411,2.2756143236415567,1.9951417453130746,1.609576837116266,-1.719946373166923,1.1364085286035994,1.5062564515593708,4,False,NEW_ENTRY,0.029058917906171485,RISK_ON,0.95
2013-01-31,2013-01-31,SZ002422,科伦药业,132.96427565738858,129.1503056924096,95618464,-0.013867488443759846,0.6180919744896605,0.37131206524346383,99.71327592251923,0.29521675521686785,0.3882978437107592,127746362.8,261,-0.3882978437107592,18.66555732323791,1.8113296930807326,1.9951417453130746,1.5826638807372755,-0.5704064748903553,-0.9064732717985734,1.4657224090916365,5,False,NEW_ENTRY,0.043738701353280736,RISK_ON,0.95
2013-01-31,2013-01-31,SH600062,华润双鹤,123.78906620541004,122.50062916724325,81089032,-0.013960909453530124,0.8556101468624802,0.23827699018538695,101.31135445174533,0.20915004868077625,0.38126609328633104,106944762.4,261,-0.38126609328633104,18.487823029227105,2.2756143236415567,1.2499046951780992,0.7191715988853508,-0.485728134752111,-1.1653662113938268,1.371519139053211,6,False,NEW_ENTRY,0.044545381090138135,RISK_ON,0.95
2013-01-31,2013-01-31,SH600170,上海建工,32.58058330963526,32.956995697037975,137852656,0.014157014157014203,0.7454673519893003,0.23380726698262233,30.729716944070052,0.07247963777283428,0.2797690581941444,157501725.6,259,-0.2797690581941444,18.874946978709556,2.2756143236415567,1.2144097467190045,-0.6520188384651306,0.7365280520860948,-0.6014702124419105,1.3403052643615962,7,False,NEW_ENTRY,0.06070593914785979,RISK_ON,0.95
2013-01-31,2013-01-31,SH600315,上海家化,192.31335466324128,194.86856706785773,68945712,0.00034518467380051376,0.5838818051702492,0.18427175430432774,149.83088702190162,0.3005900915434927,0.2748244324590361,105870016.2,259,-0.2748244324590361,18.477722646782947,1.681417319036761,0.8210385267017607,1.6365736285662973,0.7960726426334571,-1.1800787220916515,1.3267943659219457,8,False,NEW_ENTRY,0.061798156991443136,RISK_ON,0.95
2013-01-31,2013-01-31,SH600886,国投电力,136.36423971660645,143.7220224351284,240119376,0.057761732851985714,0.39520000000000066,0.3519813519813517,113.75383529996616,0.26344770755321645,0.25768443329092044,116608139.4,261,-0.25768443329092044,18.574329644195018,0.9649022670442926,1.9951417453130746,1.2639305567446197,1.002477391369253,-1.0393581611853717,1.2729526487152811,9,False,NEW_ENTRY,0.06590868996348564,RISK_ON,0.95
2013-01-31,2013-01-31,SZ000651,格力电器,1828.093076149958,1816.9196719493807,499710144,-0.003404834865509354,0.4817528150861494,0.21067683508102952,1383.9339465843266,0.3128658896139529,0.284967420347335,504898585.6,259,-0.284967420347335,20.039868148459014,1.2935847001256842,1.0307264511458416,1.7597345733036223,0.6739278953682958,1.0953878290053145,1.204844098143806,10,False,NEW_ENTRY,0.059598544287929864,RISK_ON,0.95
2013-01-31,2013-01-31,SZ002038,双鹭药业,363.1573166229197,357.3240648320244,89813296,-0.010356255178127438,0.5455727057415622,0.19477726574500775,255.81595594661655,0.3968013195650333,0.3531252717301229,145189376.4,261,-0.3531252717301229,18.79354949927656,1.5359393470396048,0.9044648531670606,1.984635219435044,-0.1468483515294275,-0.7200361473017964,1.1929569496454298,11,False,NEW_ENTRY,0.048095236398621656,RISK_ON,0.95
