date,nav,cash,dividend_receivables,holdings_value,gross_exposure,positions,stale_positions,benchmark_nav,cumulative_fees,cumulative_notional,cumulative_dividends,cumulative_cash_interest,cumulative_delist_writeoff,benchmark_matched_nav
2019-10-03,971247.649161453,63825.86041154573,0,907421.7887499073,0.93428466934602,20,0,826522.4715458518,5141.160251862896,6476456.875296298,0.0,0.0,0.0,913763.2571196582
2019-10-04,969783.3584846411,63825.86041154573,0,905957.4980730953,0.9341854447664699,20,0,824218.2479532793,5141.160251862896,6476456.875296298,0.0,0.0,0.0,911383.2247334807
2019-10-07,968176.3638589712,63825.86041154573,0,904350.5034474254,0.9340762047142447,20,0,819893.7594870506,5141.160251862896,6476456.875296298,0.0,0.0,0.0,906916.1147563201
2019-10-08,961335.90532638,63825.86041154573,0,897510.0449148343,0.9336071189498779,20,0,817524.2794521292,5141.160251862896,6476456.875296298,0.0,0.0,0.0,904467.9259922953
2019-10-09,947751.2104731083,63825.86041154573,0,883925.3500615626,0.9326554693824295,20,0,800851.0008519546,5141.160251862896,6476456.875296298,0.0,0.0,0.0,887246.1604370403
2019-10-10,953455.5681154634,63825.86041154573,0,889629.7077039176,0.9330583799120292,20,0,809816.3045944493,5141.160251862896,6476456.875296298,0.0,0.0,0.0,896509.7361471694
2019-10-11,962615.9858224128,63825.86041154573,0,898790.125410867,0.9336954077725854,20,0,811810.9983505193,5141.160251862896,6476456.875296298,0.0,0.0,0.0,898570.1456290416
2019-10-14,969641.3625653369,63825.86041154573,0,905815.5021537911,0.9341758067718104,20,0,820119.5692469005,5141.160251862896,6476456.875296298,0.0,0.0,0.0,907156.8914496547
2019-10-15,977340.3235667294,63825.86041154573,0,913514.4631551837,0.9346943343352313,20,0,835014.1929499112,5141.160251862896,6476456.875296298,0.0,0.0,0.0,922547.768919921
2019-10-16,976776.9648437267,63825.86041154573,0,912951.104432181,0.9346566691181573,20,0,835334.347066384,5141.160251862896,6476456.875296298,0.0,0.0,0.0,922878.3847972034
2019-10-17,966279.4273203086,63825.86041154573,0,902453.5669087629,0.9339467874333742,20,0,822040.8864711369,5141.160251862896,6476456.875296298,0.0,0.0,0.0,909151.4270457347
2019-10-18,964149.4129375542,63825.86041154573,0,900323.5525260085,0.9338008616142988,20,0,815600.908332583,5141.160251862896,6476456.875296298,0.0,0.0,0.0,902499.4716029406
2019-10-21,957956.9489589111,63825.86041154573,0,894131.0885473654,0.9333729344717313,20,0,806934.9130716828,5141.160251862896,6476456.875296298,0.0,0.0,0.0,893544.9585668822
2019-10-22,957732.4284916188,63825.86041154573,0,893906.5680800731,0.9333573151406512,20,0,803442.9174540757,5141.160251862896,6476456.875296298,0.0,0.0,0.0,889935.7930782794
2019-10-23,957962.5739395145,63825.86041154573,0,894136.7135279687,0.9333733256936448,20,0,804163.7938181245,5141.160251862896,6476456.875296298,0.0,0.0,0.0,890681.0608987598
2019-10-24,947843.0594662586,63825.86041154573,0,884017.1990547129,0.9326619952806461,20,0,789944.9714806122,5141.160251862896,6476456.875296298,0.0,0.0,0.0,875981.7588184704
2019-10-25,946482.8117889077,63825.86041154573,0,882656.951377362,0.9325652197625109,20,0,792526.2007762736,5141.160251862896,6476456.875296298,0.0,0.0,0.0,878651.3766191263
2019-10-28,932990.0972549019,63825.86041154573,0,869164.2368433562,0.9315899915772548,20,0,781966.8561770454,5141.160251862896,6476456.875296298,0.0,0.0,0.0,867733.9786358821
2019-10-29,934327.179895071,63825.86041154573,0,870501.3194835252,0.9316878907250524,20,0,784203.5710579124,5141.160251862896,6476456.875296298,0.0,0.0,0.0,870046.2228386925
2019-10-30,931716.25268476,63825.86041154573,0,867890.3922732143,0.9314964612588541,20,0,783572.211866167,5141.160251862896,6476456.875296298,0.0,0.0,0.0,869393.6027035536
2019-10-31,929543.7802292162,63825.86041154573,0,865717.9198176705,0.9313363590084945,20,0,781504.2140829794,5141.160251862896,6476456.875296298,0.0,0.0,0.0,867256.2869227272
2019-11-01,928565.8679240079,57159.71440960189,0,871406.1535144061,0.9384430158547679,20,0,781131.2227750439,5440.200088998897,6789499.927234609,0.0,0.0,0.0,866870.7895683652
2019-11-04,928472.9094327387,57159.71440960189,0,871313.1950231368,0.9384368527838639,20,0,777485.6229521991,5440.200088998897,6789499.927234609,0.0,0.0,0.0,863074.0809108964
2019-11-05,929785.7180396402,57159.71440960189,0,872626.0036300384,0.9385237767147925,20,0,773350.91412176,5440.200088998897,6789499.927234609,0.0,0.0,0.0,858766.7752338309
2019-11-06,920675.7465101408,57159.71440960189,0,863516.032100539,0.9379154771630858,20,0,761864.03041882,5440.200088998897,6789499.927234609,0.0,0.0,0.0,846795.3423731789
2019-11-07,923618.0384113557,57159.71440960189,0,866458.3240017538,0.938113254578789,20,0,761798.0209345457,5440.200088998897,6789499.927234609,0.0,0.0,0.0,846726.5292874678
2019-11-08,932603.1381071878,57159.71440960189,0,875443.4236975859,0.9387094980983944,20,0,774696.4378742691,5440.200088998897,6789499.927234609,0.0,0.0,0.0,860175.6846503649
2019-11-11,943306.6783927709,57159.71440960189,0,886146.9639831691,0.9394049509890124,20,0,788770.745396892,5440.200088998897,6789499.927234609,0.0,0.0,0.0,874845.1353208739
2019-11-12,956993.5730290523,57159.71440960189,0,899833.8586194505,0.9402715796421899,20,0,798353.9723641907,5440.200088998897,6789499.927234609,0.0,0.0,0.0,884830.0648761335
2019-11-13,962654.6585367093,57159.71440960189,0,905494.9441271074,0.9406228247038373,20,0,803586.0616450271,5440.200088998897,6789499.927234609,0.0,0.0,0.0,890282.5292406346
2019-11-14,961677.2917927469,57159.71440960189,0,904517.577383145,0.9405624788092423,20,0,798852.2154604484,5440.200088998897,6789499.927234609,0.0,0.0,0.0,885349.3702669465
2019-11-15,970999.632506083,57159.71440960189,0,913839.9180964811,0.9411331245697008,20,0,809438.4404795605,5440.200088998897,6789499.927234609,0.0,0.0,0.0,896384.4889800972
2019-11-18,970094.1170316034,57159.71440960189,0,912934.4026220015,0.9410781764304424,20,0,809175.2959804058,5440.200088998897,6789499.927234609,0.0,0.0,0.0,896110.2331536531
2019-11-19,970522.4380585488,57159.71440960189,0,913362.723648947,0.9411041804206555,20,0,808819.4345585234,5440.200088998897,6789499.927234609,0.0,0.0,0.0,895739.359969132
2019-11-20,967969.9053867267,57159.71440960189,0,910810.1909771248,0.940948872385898,20,0,806847.4783751023,5440.200088998897,6789499.927234609,0.0,0.0,0.0,893684.1081401204
2019-11-21,968320.4323663388,57159.71440960189,0,911160.7179567369,0.9409702485881482,20,0,807660.9137212944,5440.200088998897,6789499.927234609,0.0,0.0,0.0,894531.8851890881
2019-11-22,963649.4938103845,57159.71440960189,0,906489.7794007827,0.9406841234528277,20,0,804648.3704436662,5440.200088998897,6789499.927234609,0.0,0.0,0.0,891392.2734353608
2019-11-25,964650.3903222105,57159.71440960189,0,907490.6759126086,0.9407456680855024,20,0,804186.6030248763,5440.200088998897,6789499.927234609,0.0,0.0,0.0,890911.0687688267
2019-11-26,960331.5005083042,57159.71440960189,0,903171.7860987023,0.9404791841365745,20,0,796518.1717457458,5440.200088998897,6789499.927234609,0.0,0.0,0.0,882919.0539968065
2019-11-27,959776.9730879816,57159.71440960189,0,902617.2586783797,0.9404447949759657,20,0,793986.9062505162,5440.200088998897,6789499.927234609,0.0,0.0,0.0,880280.2198952433
2019-11-28,970505.4374318129,57159.71440960189,0,913345.723022211,0.9411031487254106,20,0,810597.7824268877,5440.200088998897,6789499.927234609,0.0,0.0,0.0,897599.6441495802
2019-11-29,972720.7017588484,57159.71440960189,0,915560.9873492465,0.9412372798211788,20,0,810236.0558787492,5440.200088998897,6789499.927234609,0.0,0.0,0.0,897222.6844948804
2019-12-02,970813.7680238886,59824.30702589437,0,910989.4609979942,0.9383771543046119,20,0,808643.1237321433,5765.264501220057,7122826.309335207,0.0,0.0,0.0,895562.3901962866
2019-12-03,972330.8159552658,59824.30702589437,0,912506.5089293714,0.938473299370729,20,0,812673.1958816593,5765.264501220057,7122826.309335207,0.0,0.0,0.0,899750.6073971132
2019-12-04,974106.2690772138,59824.30702589437,0,914281.9620513194,0.9385854409061889,20,0,818016.2091923701,5765.264501220057,7122826.309335207,0.0,0.0,0.0,905302.1591118035
2019-12-05,971885.2305351916,59824.30702589437,0,912060.9235092972,0.9384450908951968,20,0,810003.227569675,5765.264501220057,7122826.309335207,0.0,0.0,0.0,896978.7813326401
2019-12-06,972227.0170972414,59824.30702589437,0,912402.710071347,0.9384667305332548,20,0,808639.9830730681,5765.264501220057,7122826.309335207,0.0,0.0,0.0,895562.0808555025
2019-12-09,980796.8981639501,59824.30702589437,0,920972.5911380557,0.9390043880258131,20,0,815497.442412181,5765.264501220057,7122826.309335207,0.0,0.0,0.0,902689.3409520739
2019-12-10,983338.1823331884,59824.30702589437,0,923513.875307294,0.9391620216719868,20,0,817627.4759487913,5765.264501220057,7122826.309335207,0.0,0.0,0.0,904903.3009718759
2019-12-11,983839.6800161808,59824.30702589437,0,924015.3729902864,0.9391930329289926,20,0,818672.7332464679,5765.264501220057,7122826.309335207,0.0,0.0,0.0,905989.7526762753
2019-12-12,993528.3355035862,59824.30702589437,0,933704.0284776918,0.9397860082213242,20,0,830352.716289812,5765.264501220057,7122826.309335207,0.0,0.0,0.0,918129.5108080115
2019-12-13,988058.703729429,59824.30702589437,0,928234.3967035346,0.9394526794814038,20,0,825451.5872557473,5765.264501220057,7122826.309335207,0.0,0.0,0.0,913036.5955782536
2019-12-16,987178.6283552164,59824.30702589437,0,927354.321329322,0.9393987012000347,20,0,826215.2461438081,5765.264501220057,7122826.309335207,0.0,0.0,0.0,913830.1393697422
2019-12-17,989694.5968453856,59824.30702589437,0,929870.2898194912,0.939552759794201,20,0,822505.1961590793,5765.264501220057,7122826.309335207,0.0,0.0,0.0,909975.3381383305
2019-12-18,1000445.6124273513,59824.30702589437,0,940621.3054014569,0.9402023395547265,20,0,833761.6533802283,5765.264501220057,7122826.309335207,0.0,0.0,0.0,921676.0927081098
2019-12-19,992960.5173553077,59824.30702589437,0,933136.2103294133,0.9397515752335924,20,0,819390.5486799934,5765.264501220057,7122826.309335207,0.0,0.0,0.0,906739.6256144883
2019-12-20,986990.850005268,59824.30702589437,0,927166.5429793736,0.9393871715978166,20,0,814610.0686263549,5765.264501220057,7122826.309335207,0.0,0.0,0.0,901768.2541184123
2019-12-23,983679.8706617092,59824.30702589437,0,923855.5636358148,0.9391831541844489,20,0,810885.728855068,5765.264501220057,7122826.309335207,0.0,0.0,0.0,897895.3291037271
2019-12-24,988419.3813561143,59824.30702589437,0,928595.0743302199,0.9394747734065926,20,0,815889.5572212454,5765.264501220057,7122826.309335207,0.0,0.0,0.0,903099.1070249778
2019-12-25,989032.9463931978,59824.30702589437,0,929208.6393673033,0.9395123213599087,20,0,820501.2865582891,5765.264501220057,7122826.309335207,0.0,0.0,0.0,907894.8176741215
2019-12-26,994940.0471718628,59824.30702589437,0,935115.7401459684,0.93987144532382,20,0,831018.6412285289,5765.264501220057,7122826.309335207,0.0,0.0,0.0,918828.4702669309
2019-12-27,978881.4692241134,59824.30702589437,0,919057.162198219,0.938885034698519,20,0,819476.6717268003,5765.264501220057,7122826.309335207,0.0,0.0,0.0,906834.2490282797
2019-12-30,986013.1146405042,59824.30702589437,0,926188.8076146098,0.9393270676245457,20,0,825178.8959379934,5765.264501220057,7122826.309335207,0.0,0.0,0.0,912758.6988517356
2019-12-31,986232.1586703211,59824.30702589437,0,926407.8516444267,0.9393405431977071,20,0,823151.8467523435,5765.264501220057,7122826.309335207,0.0,0.0,0.0,910652.5503364454
2020-01-01,982084.1182474717,61290.873118612886,0,920793.2451288588,0.9375910148837491,20,0,818382.6876164296,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,905696.4780412421
2020-01-02,988292.601483288,61290.873118612886,0,927001.7283646751,0.9379830699667042,20,0,822514.5539665653,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,909983.7985106367
2020-01-03,980495.5518109519,61290.873118612886,0,919204.678692339,0.9374899019119362,20,0,815878.0710205932,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,903096.9100184318
2020-01-06,970059.5011980468,61290.873118612886,0,908768.6280794339,0.9368174085786313,20,0,800913.2998903209,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,887567.82836461
2020-01-07,967029.9196787046,61290.873118612886,0,905739.0465600917,0.9366194655704377,20,0,798392.8223964191,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,884951.1290373115
2020-01-08,959111.9543933407,61290.873118612886,0,897821.0812747278,0.9360962264750617,20,0,787844.5488055829,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,874000.2942053864
2020-01-09,957782.8896104026,61290.873118612886,0,896492.0164917897,0.9360075505801276,20,0,783397.7545330302,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,869382.4574456015
2020-01-10,958615.4272617173,61290.873118612886,0,897324.5541431044,0.9360631266975432,20,0,786163.312678911,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,872255.1602366791
2020-01-13,959514.9253929278,61290.873118612886,0,898224.0522743149,0.9361230643770195,20,0,788515.8798396058,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,874698.466693557
2020-01-14,972815.6012333279,61290.873118612886,0,911524.728114715,0.9369964122276526,20,0,800002.3303035166,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,886626.4414371015
2020-01-15,970867.848964895,61290.873118612886,0,909576.9758462821,0.9368700146122265,20,0,798709.8575341604,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,885284.2676376299
2020-01-16,969704.0785777415,61290.873118612886,0,908413.2054591286,0.9367942504598848,20,0,787905.1885387229,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,874064.4833338301
2020-01-17,966356.9850400983,61290.873118612886,0,905066.1119214854,0.9365753297513861,20,0,782702.669782626,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,868657.8441907463
2020-01-20,960101.3709829255,61290.873118612886,0,898810.4978643126,0.936162081452019,20,0,776392.6882714707,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,862099.0692118789
2020-01-21,951820.9081258324,61290.873118612886,0,890530.0350072195,0.9356067169828233,20,0,768067.7975783319,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,853445.2996627645
2020-01-22,954500.8397685408,61290.873118612886,0,893209.9666499279,0.9357875126296636,20,0,771222.0325786633,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,856724.4664861149
2020-01-23,948581.6006133433,61290.873118612886,0,887290.7274947304,0.935386820618297,20,0,766894.483164269,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,852225.8287418647
2020-01-24,938887.8078420646,61290.873118612886,0,877596.9347234517,0.9347197049459152,20,0,753502.8992060062,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,838305.7313513868
2020-01-27,943326.2057546792,61290.873118612886,0,882035.3326360662,0.9350268520637789,20,0,758380.4486990361,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,843377.9806507822
2020-01-28,943043.7693932665,61290.873118612886,0,881752.8962746536,0.9350073929675119,20,0,757756.6802649754,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,842729.3721947767
2020-01-29,946459.3150181009,61290.873118612886,0,885168.441899488,0.9352419357640949,20,0,760331.0019344507,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,845406.2972611105
2020-01-30,941852.5348041789,61290.873118612886,0,880561.661685566,0.9349251917325296,20,0,761191.7987281926,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,846301.4298989109
2020-01-31,942309.452966191,61290.873118612886,0,881018.5798475781,0.9349567459758764,20,0,765669.2238559378,6090.1131409337295,7459703.021308125,0.0,0.0,0.0,850955.5348075022
2020-02-03,942339.7885987058,667162.7938915525,0,275176.99470715335,0.2920146193936603,16,0,766069.1367788296,6909.944541950132,8127375.976203748,0.0,0.0,0.0,851371.0841832387
2020-02-04,944719.5733418021,667162.7938915525,0,277556.7794502496,0.2937980616495905,16,0,774779.3234808347,6909.944541950132,8127375.976203748,0.0,0.0,0.0,854197.8054641755
2020-02-05,945015.4417617333,667162.7938915525,0,277852.64787018084,0.2940191615834314,16,0,777888.4162275841,6909.944541950132,8127375.976203748,0.0,0.0,0.0,855204.8832883376
2020-02-06,943988.0866245002,667162.7938915525,0,276825.29273294774,0.2932508329875389,16,0,780778.6559773796,6909.944541950132,8127375.976203748,0.0,0.0,0.0,856139.1317086908
2020-02-07,945062.8473251443,667162.7938915525,0,277900.05343359185,0.29405457448691946,16,0,783805.1849515855,6909.944541950132,8127375.976203748,0.0,0.0,0.0,857112.3281354088
2020-02-10,942983.9001285546,667162.7938915525,0,275821.1062370021,0.29249821359558753,16,0,773736.02404085,6909.944541950132,8127375.976203748,0.0,0.0,0.0,853874.5220811112
2020-02-11,944399.7956753375,667162.7938915525,0,277237.0017837851,0.29355893876018235,16,0,772729.4902726237,6909.944541950132,8127375.976203748,0.0,0.0,0.0,853549.6197663733
2020-02-12,942121.3235131281,667162.7938915525,0,274958.5296215756,0.29185044723992404,16,0,771066.9391760105,6909.944541950132,8127375.976203748,0.0,0.0,0.0,853010.5169544546
2020-02-13,941870.7343587097,667162.7938915525,0,274707.94046715717,0.2916620407090122,16,0,772647.6409836118,6909.944541950132,8127375.976203748,0.0,0.0,0.0,853520.8722393749
2020-02-14,940503.7388249849,667162.7938915525,0,273340.9449334324,0.2906324915570564,16,0,763394.445319656,6909.944541950132,8127375.976203748,0.0,0.0,0.0,850539.581584281
2020-02-17,942331.9486167785,667162.7938915525,0,275169.15472522593,0.2920087291204959,16,0,774844.1381308396,6909.944541950132,8127375.976203748,0.0,0.0,0.0,854247.1018503512
2020-02-18,940971.2561816466,667162.7938915525,0,273808.46229009406,0.2909849376283579,16,0,775712.0603041974,6909.944541950132,8127375.976203748,0.0,0.0,0.0,854526.5143175136
2020-02-19,937870.2462168206,667162.7938915525,0,270707.452325268,0.2886406231749512,16,0,767439.4141673944,6909.944541950132,8127375.976203748,0.0,0.0,0.0,851874.7192669427
2020-02-20,934939.730956852,667162.7938915525,0,267776.93706529954,0.2864109077825227,16,0,755862.5552890105,6909.944541950132,8127375.976203748,0.0,0.0,0.0,848165.5229241126
2020-02-21,934940.5301691869,667162.7938915525,0,267777.73627763445,0.2864115177776894,16,0,754087.1680612533,6909.944541950132,8127375.976203748,0.0,0.0,0.0,847594.9378214702
2020-02-24,933318.1676126283,667162.7938915525,0,266155.3737210758,0.285171105585446,16,0,753614.4442809,6909.944541950132,8127375.976203748,0.0,0.0,0.0,847442.7553151278
2020-02-25,933796.462303251,667162.7938915525,0,266633.6684116986,0.2855372441163834,16,0,748893.1087203996,6909.944541950132,8127375.976203748,0.0,0.0,0.0,845928.7355491134
2020-02-26,932465.9806892623,667162.7938915525,0,265303.1867977098,0.28451781865715076,16,0,749649.1415421767,6909.944541950132,8127375.976203748,0.0,0.0,0.0,846172.5825155791
2020-02-27,930859.8271470792,667162.7938915525,0,263697.0332555266,0.2832832888102083,16,0,745469.8598098147,6909.944541950132,8127375.976203748,0.0,0.0,0.0,844830.3986299027
2020-02-28,932136.0963318668,667162.7938915525,0,264973.3024403143,0.2842646084440188,16,0,749315.129108204,6909.944541950132,8127375.976203748,0.0,0.0,0.0,846064.8874446929
2020-03-02,930807.5883658435,660634.7026272379,0,270172.8857386056,0.29025642798307005,13,0,744578.8464762168,7063.825061870157,8265914.910830188,0.0,0.0,0.0,844544.69148705
2020-03-03,931307.8590733735,660634.7026272379,0,270673.15644613566,0.2906376809870887,13,0,744454.882910182,7063.825061870157,8265914.910830188,0.0,0.0,0.0,844503.8794896725
2020-03-04,933342.5461117078,660634.7026272379,0,272707.84348447,0.2921840910612798,13,0,751177.370012979,7063.825061870157,8265914.910830188,0.0,0.0,0.0,846720.2642915375
2020-03-05,937913.5346955335,660634.7026272379,0,277278.83206829557,0.29563368243566945,13,0,768904.5367021511,7063.825061870157,8265914.910830188,0.0,0.0,0.0,852558.657648525
2020-03-06,936259.94980607,660634.7026272379,0,275625.247178832,0.29438965880781615,13,0,762100.1927083535,7063.825061870157,8265914.910830188,0.0,0.0,0.0,850328.2100735973
2020-03-09,935408.9082182916,660634.7026272379,0,274774.20559105364,0.2937476895686469,13,0,759057.448007786,7063.825061870157,8265914.910830188,0.0,0.0,0.0,849328.7566022434
2020-03-10,931740.3030580729,660634.7026272379,0,271105.60043083504,0.2909669137859949,13,0,753477.3382702617,7063.825061870157,8265914.910830188,0.0,0.0,0.0,847494.6761511097
2020-03-11,931934.557998629,660634.7026272379,0,271299.8553713912,0.2911147065455108,13,0,758951.5164967207,7063.825061870157,8265914.910830188,0.0,0.0,0.0,849286.2277641207
2020-03-12,931053.6773672415,660634.7026272379,0,270418.9747400036,0.29044402198665126,13,0,751284.9471756163,7063.825061870157,8265914.910830188,0.0,0.0,0.0,846788.7291204382
2020-03-13,930847.8473778421,660634.7026272379,0,270213.1447506042,0.29028712427254666,13,0,748151.7188247325,7063.825061870157,8265914.910830188,0.0,0.0,0.0,845763.018455404
2020-03-16,930859.1019522932,660634.7026272379,0,270224.39932505536,0.2902957050732093,13,0,748087.0726688463,7063.825061870157,8265914.910830188,0.0,0.0,0.0,845741.8041170349
2020-03-17,929241.1223410917,660634.7026272379,0,268606.41971385386,0.2890599794347649,13,0,741660.2629391789,7063.825061870157,8265914.910830188,0.0,0.0,0.0,843632.5849906834
2020-03-18,928159.7005910826,660634.7026272379,0,267524.9979638447,0.28823164568928816,13,0,735429.9883170354,7063.825061870157,8265914.910830188,0.0,0.0,0.0,841584.049498812
2020-03-19,926560.9803505368,660634.7026272379,0,265926.2777232989,0.2870035360464819,13,0,732420.4543730037,7063.825061870157,8265914.910830188,0.0,0.0,0.0,840591.3973930551
2020-03-20,923467.522252965,660634.7026272379,0,262832.8196257272,0.28461511996058,13,0,718834.2323779853,7063.825061870157,8265914.910830188,0.0,0.0,0.0,836116.2181896064
2020-03-23,920776.6307830425,660634.7026272379,0,260141.92815580466,0.2825244684311503,13,0,709670.994184402,7063.825061870157,8265914.910830188,0.0,0.0,0.0,833082.7123137271
2020-03-24,920809.5179732356,660634.7026272379,0,260174.81534599763,0.28255009344240933,13,0,707165.1048205597,7063.825061870157,8265914.910830188,0.0,0.0,0.0,832251.6204578425
2020-03-25,921179.2592281974,660634.7026272379,0,260544.55660095945,0.28283806218048657,13,0,708236.617311635,7063.825061870157,8265914.910830188,0.0,0.0,0.0,832607.9292349584
2020-03-26,920586.9584115946,660634.7026272379,0,259952.2557843568,0.28237664395429346,13,0,707180.8294150518,7063.825061870157,8265914.910830188,0.0,0.0,0.0,832256.8729944153
2020-03-27,918168.5519532955,660634.7026272379,0,257533.84932605753,0.2804864627286402,13,0,696105.121087493,7063.825061870157,8265914.910830188,0.0,0.0,0.0,828576.2003458211
2020-03-30,915861.6391286773,660634.7026272379,0,255226.9365014394,0.2786741201916203,13,0,693330.3688694377,7063.825061870157,8265914.910830188,0.0,0.0,0.0,827649.8106012819
2020-03-31,916539.3707584275,660634.7026272379,0,255904.6681311896,0.2792075019313474,13,0,698456.2532089553,7063.825061870157,8265914.910830188,0.0,0.0,0.0,829354.9969136552
2020-04-01,915545.3240430539,646420.7311975064,0,269124.5928455474,0.2939500489796524,9,0,702085.6019711144,7274.970689972436,8523100.013522038,0.0,0.0,0.0,830558.2501611835
2020-04-02,914219.154007344,646420.7311975064,0,267798.42280983756,0.2929258500393291,9,0,701714.4858404883,7274.970689972436,8523100.013522038,0.0,0.0,0.0,830429.1985597862
2020-04-03,912505.9504620538,646420.7311975064,0,266085.2192645474,0.2915983387613125,9,0,696257.9970692552,7274.970689972436,8523100.013522038,0.0,0.0,0.0,828537.6689955147
2020-04-06,913145.4392480005,646420.7311975064,0,266724.7080504941,0.2920944425568713,9,0,700350.7103971544,7274.970689972436,8523100.013522038,0.0,0.0,0.0,829957.8327781599
2020-04-07,913258.1073482693,646420.7311975064,0,266837.37615076284,0.2921817764372771,9,0,696836.5397991182,7274.970689972436,8523100.013522038,0.0,0.0,0.0,828741.4042709278
2020-04-08,910664.7392138948,646420.7311975064,0,264244.00801638834,0.2901660695070827,9,0,689666.1417614678,7274.970689972436,8523100.013522038,0.0,0.0,0.0,826249.7687639772
2020-04-09,909950.0356410947,646420.7311975064,0,263529.3044435882,0.28960854346021503,9,0,684828.1643715597,7274.970689972436,8523100.013522038,0.0,0.0,0.0,824567.9356200537
2020-04-10,913234.3971650316,646420.7311975064,0,266813.6659675252,0.29216339944684433,9,0,693938.3054345136,7274.970689972436,8523100.013522038,0.0,0.0,0.0,827744.6729093865
2020-04-13,912716.2505596683,646420.7311975064,0,266295.5193621618,0.2917615624777932,9,0,695439.9590106341,7274.970689972436,8523100.013522038,0.0,0.0,0.0,828267.9974453156
2020-04-14,914062.4672493908,646420.7311975064,0,267641.73605188436,0.2928046448042829,9,0,702860.124999879,7274.970689972436,8523100.013522038,0.0,0.0,0.0,830846.4131462276
2020-04-15,913578.6374676982,646420.7311975064,0,267157.9062701917,0.29243011527799406,9,0,699960.4801270281,7274.970689972436,8523100.013522038,0.0,0.0,0.0,829842.7808744807
2020-04-16,916718.0022749358,646420.7311975064,0,270297.2710774294,0.294853237753221,9,0,706022.5803927594,7274.970689972436,8523100.013522038,0.0,0.0,0.0,831944.4653224475
2020-04-17,915929.5527598831,646420.7311975064,0,269508.8215623767,0.29424623405838524,9,0,702337.2376238143,7274.970689972436,8523100.013522038,0.0,0.0,0.0,830664.0244339888
2020-04-20,917742.4773539284,646420.7311975064,0,271321.74615642196,0.29564039243198986,9,0,701469.091387563,7274.970689972436,8523100.013522038,0.0,0.0,0.0,830361.9016300513
2020-04-21,922530.4491508077,646420.7311975064,0,276109.7179533013,0.29929604839326573,9,0,717472.0485618144,7274.970689972436,8523100.013522038,0.0,0.0,0.0,835962.3511664527
2020-04-22,925365.6904346537,646420.7311975064,0,278944.95923714724,0.30144294533561533,9,0,722572.909615154,7274.970689972436,8523100.013522038,0.0,0.0,0.0,837741.1474313104
2020-04-23,924051.0482607451,646420.7311975064,0,277630.3170632387,0.30044911218465287,9,0,719450.5491348054,7274.970689972436,8523100.013522038,0.0,0.0,0.0,836649.9173282349
2020-04-24,922926.4619242938,646420.7311975064,0,276505.73072678735,0.2995967090923748,9,0,719030.9646944763,7274.970689972436,8523100.013522038,0.0,0.0,0.0,836503.3176139991
2020-04-27,920797.3361505842,646420.7311975064,0,274376.60495307774,0.2979771923538744,9,0,721274.9672898143,7274.970689972436,8523100.013522038,0.0,0.0,0.0,837285.4503574742
2020-04-28,923338.7245172434,646420.7311975064,0,276917.993319737,0.29990943298140155,9,0,729306.8424936082,7274.970689972436,8523100.013522038,0.0,0.0,0.0,840063.7089131745
2020-04-29,923547.4271183938,646420.7311975064,0,277126.69592088734,0.30006763895771343,9,0,726234.0562500155,7274.970689972436,8523100.013522038,0.0,0.0,0.0,839002.1981285292
2020-04-30,919138.2091412166,646420.7311975064,0,272717.47794371017,0.2967099781419377,9,0,715070.0304873736,7274.970689972436,8523100.013522038,0.0,0.0,0.0,835132.0598829178
2020-05-01,918054.2129341676,647807.4636842541,0,270246.7492499135,0.29436905298455673,8,0,713401.0225828657,7450.832766000288,8717884.783127338,0.0,0.0,0.0,834553.7013803013
2020-05-04,916696.5888572063,647807.4636842541,0,268889.12517295213,0.2933240163009235,8,0,713628.2549561182,7450.832766000288,8717884.783127338,0.0,0.0,0.0,834631.9511224579
2020-05-05,915589.2366542568,647807.4636842541,0,267781.7729700027,0.2924693325890658,8,0,714460.7177129461,7450.832766000288,8717884.783127338,0.0,0.0,0.0,834917.53613048
2020-05-06,915841.2227398625,647807.4636842541,0,268033.75905560836,0.292664003760116,8,0,723107.7395217322,7450.832766000288,8717884.783127338,0.0,0.0,0.0,837872.907867095
