signal_date,date,symbol,name,open,close,amount,return_1d,mom_12_1,mom_6_1,ma_200,trend,volatility,avg_amount_20,history_days,low_volatility,liquidity,z_mom_12_1,z_mom_6_1,z_trend,z_low_volatility,z_liquidity,score,rank,was_held,selection_reason,target_weight,regime,target_exposure
2013-01-31,2013-01-31,SH601633,长城汽车,28.23856124432892,28.35069993519088,195849056,0.0036088054853844476,0.8285614788183744,0.4356130622304377,18.310655022682905,0.5483170809602689,0.38081584709823957,149900063.2,261,-0.38081584709823957,18.825479391358257,2.2756143236415567,1.9951417453130746,1.984635219435044,-0.4803061419964085,-0.6735261382571279,2.147825684512035,1,False,NEW_ENTRY,0.11196531416251844,RISK_ON,0.98
2013-01-31,2013-01-31,SH600340,华夏幸福,140.80400911098565,133.60175800556436,240056576,-0.05803409503083068,1.2817124164158278,0.6056503825779873,101.26217579556804,0.31936487593634877,0.40772771994940377,154536692.4,255,-0.40772771994940377,18.85594212383858,2.2756143236415567,1.9951417453130746,1.8249377715565585,-0.804386575103274,-0.62915323653983,2.1238710673302625,2,False,NEW_ENTRY,0.10457509723329843,RISK_ON,0.98
2013-01-31,2013-01-31,SZ002236,大华股份,408.7874746595074,399.8598379658816,78926848,-0.017706237424547466,1.1829076924697879,0.33083573487031703,304.5520776251293,0.3129440491227442,0.36705649037375426,168260668.0,260,-0.36705649037375426,18.941024936068576,2.2756143236415567,1.9849318373505793,1.7605187340472,-0.3146120518376048,-0.5052191387909993,2.11114523931511,3,False,NEW_ENTRY,0.11616240844836657,RISK_ON,0.98
2013-01-31,2013-01-31,SH600109,国金证券,76.26368700541616,76.63875431855756,317985504,0.010439560439560625,0.7901522200305362,0.40162601626016237,59.048307943501165,0.29789924534141354,0.5844554665464957,519319332.8,255,-0.5844554665464957,20.06802953862411,2.2756143236415567,1.9951417453130746,1.609576837116266,-1.719946373166923,1.1364085286035994,2.0915669271642185,4,False,NEW_ENTRY,0.07295366096986955,RISK_ON,0.98
2013-01-31,2013-01-31,SZ002422,科伦药业,132.96427565738858,129.1503056924096,95618464,-0.013867488443759846,0.6180919744896605,0.37131206524346383,99.71327592251923,0.29521675521686785,0.3882978437107592,127746362.8,261,-0.3882978437107592,18.66555732323791,1.8113296930807326,1.9951417453130746,1.5826638807372755,-0.5704064748903553,-0.9064732717985734,1.8321734368989167,5,False,NEW_ENTRY,0.10980788755082786,RISK_ON,0.98
2013-01-31,2013-01-31,SH600062,华润双鹤,123.78906620541004,122.50062916724325,81089032,-0.013960909453530124,0.8556101468624802,0.23827699018538695,101.31135445174533,0.20915004868077625,0.38126609328633104,106944762.4,261,-0.38126609328633104,18.487823029227105,2.2756143236415567,1.2499046951780992,0.7191715988853508,-0.485728134752111,-1.1653662113938268,1.7344350263890884,6,False,NEW_ENTRY,0.11183309166283165,RISK_ON,0.98
2013-01-31,2013-01-31,SZ000750,国海证券,89.58763332703424,89.84787336574749,719114048,0.010241404535479282,1.618696932940542,0.14056603773584908,68.05015145812386,0.3203184921790707,0.6562470593890969,876198190.4,258,-0.6562470593890969,20.591102869201336,2.2756143236415567,0.4739628608067404,1.8345052372884292,-1.719946373166923,1.8983323482620937,1.6689525218381427,7,False,NEW_ENTRY,0.0649727345035451,RISK_ON,0.98
2013-01-31,2013-01-31,SZ002146,荣盛发展,66.17770355021912,63.02638433354202,280244000,-0.055016181229773364,0.5087985936189896,0.3088531187122736,46.94201090972355,0.34264346823043224,0.5219740202218135,252341245.6,261,-0.5219740202218135,19.346292882611767,1.3962904559570388,1.8103635716818687,1.984635219435044,-1.719946373166923,0.08510593374632794,1.6087641051961885,8,False,NEW_ENTRY,0.08168637577077273,RISK_ON,0.98
2013-01-31,2013-01-31,SZ000625,长安汽车,55.79361936547715,55.13722384353037,270472768,-0.011764705882352677,0.6093996149133651,0.19581749049429664,35.383959449875526,0.558254777044866,0.49554238026179065,286747029.6,260,-0.49554238026179065,19.474110958558324,1.7783206466168897,0.9127254818876593,1.984635219435044,-1.719946373166923,0.2712894589876746,1.5495892831208438,9,False,NEW_ENTRY,0.08604342969796976,RISK_ON,0.98
2013-01-31,2013-01-31,SH600170,上海建工,32.58058330963526,32.956995697037975,137852656,0.014157014157014203,0.7454673519893003,0.23380726698262233,30.729716944070052,0.07247963777283428,0.2797690581941444,157501725.6,259,-0.2797690581941444,18.874946978709556,2.2756143236415567,1.2144097467190045,-0.6520188384651306,0.7365280520860948,-0.6014702124419105,1.518107976248788,10,False,NEW_ENTRY,0.12,RISK_ON,0.98
